"Tindex","Aindex","Sindex","TAindex","TSindex","ASindex","R"
11,6,2,246,22,12,-0.0186572081727533
11,7,1,247,21,13,0.0358300815697054
11,7,2,247,22,14,-0.0358300815697054
11,8,1,248,21,15,-0.00403123690154272
11,8,2,248,22,16,0.00403123690154272
11,9,1,249,21,17,-0.0105848323517467
11,9,2,249,22,18,0.0105848323517467
11,10,1,250,21,19,-0.00161062084704958
11,10,2,250,22,20,0.00161062084704958
11,11,1,251,21,21,0.000662643078565339
11,11,2,251,22,22,-0.000662643078565339
11,12,1,252,21,23,0.0232308590651785
11,12,2,252,22,24,-0.0232308590651785
11,13,1,253,21,25,0.00627439188790256
11,13,2,253,22,26,-0.00627439188790256
11,14,1,254,21,27,-0.00477467540509617
11,14,2,254,22,28,0.00477467540509617
11,15,1,255,21,29,-0.00919722379182106
11,15,2,255,22,30,0.00919722379182106
11,16,1,256,21,31,-0.00385486923243907
11,16,2,256,22,32,0.00385486923243907
11,17,1,257,21,33,-0.00208045532628324
11,17,2,257,22,34,0.00208045532628324
11,18,1,258,21,35,-0.00526847468705515
11,18,2,258,22,36,0.00526847468705515
11,19,1,259,21,37,-0.00214970131700432
11,19,2,259,22,38,0.00214970131700432
11,20,1,260,21,39,0.00657385221454498
11,20,2,260,22,40,-0.00657385221454498
11,21,1,261,21,41,0.00689269308638442
11,21,2,261,22,42,-0.00689269308638442
11,22,1,262,21,43,-0.00535967255157635
11,22,2,262,22,44,0.00535967255157635
11,23,1,263,21,45,-0.0227578171216558
11,23,2,263,22,46,0.0227578171216558
11,24,1,264,21,47,-0.0731279557887439
11,24,2,264,22,48,0.0731279557887439
12,1,1,265,23,1,0.00623069540469331
12,1,2,265,24,2,-0.0062306954046933
12,2,1,266,23,3,-0.0285551650273933
12,2,2,266,24,4,0.0285551650273933
12,3,1,267,23,5,0.00571536210513447
12,3,2,267,24,6,-0.00571536210513447
12,4,1,268,23,7,0.00723882175482365
12,4,2,268,24,8,-0.00723882175482365
12,5,1,269,23,9,0.0150058310340523
12,5,2,269,24,10,-0.0150058310340523
12,6,1,270,23,11,0.0255295446367558
12,6,2,270,24,12,-0.0255295446367558
12,7,1,271,23,13,0.0342580068954196
12,7,2,271,24,14,-0.0342580068954196
12,8,1,272,23,15,0.0134959185652503
12,8,2,272,24,16,-0.0134959185652503
12,9,1,273,23,17,-0.0061348560810885
12,9,2,273,24,18,0.0061348560810885
12,10,1,274,23,19,-0.0081781498933839
12,10,2,274,24,20,0.0081781498933839
12,11,1,275,23,21,-0.0048400271831954
12,11,2,275,24,22,0.0048400271831954
12,12,1,276,23,23,0.0217548419135941
12,12,2,276,24,24,-0.0217548419135941
12,13,1,277,23,25,0.00614472423017581
12,13,2,277,24,26,-0.00614472423017581
12,14,1,278,23,27,-0.00827631740748872
12,14,2,278,24,28,0.00827631740748872
12,15,1,279,23,29,-0.00466490834874233
12,15,2,279,24,30,0.00466490834874233
12,16,1,280,23,31,-0.0129470526858385
12,16,2,280,24,32,0.0129470526858385
12,17,1,281,23,33,-0.00529934365634272
12,17,2,281,24,34,0.00529934365634272
12,18,1,282,23,35,-0.00534061783141251
12,18,2,282,24,36,0.00534061783141251
12,19,1,283,23,37,-0.00330664502089087
12,19,2,283,24,38,0.00330664502089087
12,20,1,284,23,39,0.00297028426001486
12,20,2,284,24,40,-0.00297028426001486
12,21,1,285,23,41,0.00768846036726799
12,21,2,285,24,42,-0.00768846036726799
12,22,1,286,23,43,0.00640785059378007
12,22,2,286,24,44,-0.00640785059378007
12,23,1,287,23,45,0.0244901886298832
12,23,2,287,24,46,-0.0244901886298832
12,24,1,288,23,47,-0.0893874472550687
12,24,2,288,24,48,0.0893874472550687
13,1,1,289,25,1,0.00567520814786729
13,1,2,289,26,2,-0.00567520814786728
13,2,1,290,25,3,-0.00436019776233385
13,2,2,290,26,4,0.00436019776233385
13,3,1,291,25,5,-0.00240682311539191
13,3,2,291,26,6,0.00240682311539191
13,4,1,292,25,7,-0.00431407106926741
13,4,2,292,26,8,0.00431407106926741
13,5,1,293,25,9,0.00909312360861891
13,5,2,293,26,10,-0.00909312360861891
13,6,1,294,25,11,0.0222061728189169
13,6,2,294,26,12,-0.0222061728189169
13,7,1,295,25,13,0.0234514089297264
13,7,2,295,26,14,-0.0234514089297264
13,8,1,296,25,15,0.00965058981329373
13,8,2,296,26,16,-0.00965058981329373
13,9,1,297,25,17,-0.00327195707276585
13,9,2,297,26,18,0.00327195707276585
13,10,1,298,25,19,-0.00446360955492387
13,10,2,298,26,20,0.00446360955492387
13,11,1,299,25,21,-0.00878485722373604
13,11,2,299,26,22,0.00878485722373604
13,12,1,300,25,23,0.0153784644330996
13,12,2,300,26,24,-0.0153784644330996
13,13,1,301,25,25,0.0168682942815787
13,13,2,301,26,26,-0.0168682942815787
13,14,1,302,25,27,0.00041262740857852
13,14,2,302,26,28,-0.00041262740857852
13,15,1,303,25,29,-0.00510274350026069
13,15,2,303,26,30,0.00510274350026069
13,16,1,304,25,31,-0.00974184834879371
13,16,2,304,26,32,0.00974184834879371
13,17,1,305,25,33,-0.00972268655756104
13,17,2,305,26,34,0.00972268655756104
13,18,1,306,25,35,-0.00700460138457844
13,18,2,306,26,36,0.00700460138457844
13,19,1,307,25,37,-0.0036571194171727
13,19,2,307,26,38,0.0036571194171727
13,20,1,308,25,39,0.00167594050640499
13,20,2,308,26,40,-0.00167594050640499
13,21,1,309,25,41,0.0109641343804499
13,21,2,309,26,42,-0.0109641343804499
13,22,1,310,25,43,0.0117875737782862
13,22,2,310,26,44,-0.0117875737782862
13,23,1,311,25,45,0.016018179609918
13,23,2,311,26,46,-0.016018179609918
13,24,1,312,25,47,-0.0803512027099535
13,24,2,312,26,48,0.0803512027099535
14,1,1,313,27,1,0.0010199105273201
14,1,2,313,28,2,-0.00101991052732009
14,2,1,314,27,3,0.0110572757429065
14,2,2,314,28,4,-0.0110572757429065
14,3,1,315,27,5,-0.0124396085622844
14,3,2,315,28,6,0.0124396085622844
14,4,1,316,27,7,-0.0126524531703568
14,4,2,316,28,8,0.0126524531703568
14,5,1,317,27,9,0.0137248654401383
14,5,2,317,28,10,-0.0137248654401383
14,6,1,318,27,11,0.0184275827327235
14,6,2,318,28,12,-0.0184275827327235
14,7,1,319,27,13,0.0182264584247643
14,7,2,319,28,14,-0.0182264584247643
14,8,1,320,27,15,0.0123940668608237
14,8,2,320,28,16,-0.0123940668608237
14,9,1,321,27,17,-0.00652989335676704
14,9,2,321,28,18,0.00652989335676704
14,10,1,322,27,19,-0.0266569328330538
14,10,2,322,28,20,0.0266569328330538
14,11,1,323,27,21,-0.0225047843068265
14,11,2,323,28,22,0.0225047843068265
14,12,1,324,27,23,0.00703728520830195
14,12,2,324,28,24,-0.00703728520830195
14,13,1,325,27,25,0.0208894687580324
14,13,2,325,28,26,-0.0208894687580324
14,14,1,326,27,27,-0.00397781491274961
14,14,2,326,28,28,0.00397781491274961
14,15,1,327,27,29,-0.00942363096276269
14,15,2,327,28,30,0.00942363096276269
14,16,1,328,27,31,-0.0166620154992615
14,16,2,328,28,32,0.0166620154992615
14,17,1,329,27,33,-0.0149882170326874
14,17,2,329,28,34,0.0149882170326874
14,18,1,330,27,35,-0.015607612947998
14,18,2,330,28,36,0.015607612947998
14,19,1,331,27,37,-0.0118785534182987
14,19,2,331,28,38,0.0118785534182987
14,20,1,332,27,39,-0.00754084638561046
14,20,2,332,28,40,0.00754084638561046
14,21,1,333,27,41,-0.0073948029195314
14,21,2,333,28,42,0.0073948029195314
14,22,1,334,27,43,0.00210320136549358
14,22,2,334,28,44,-0.00210320136549358
14,23,1,335,27,45,0.0280380634503919
14,23,2,335,28,46,-0.0280380634503919
14,24,1,336,27,47,0.0353389877972921
14,24,2,336,28,48,-0.0353389877972921
15,1,1,337,29,1,0.00852561799526558
15,1,2,337,30,2,-0.00852561799526556
15,2,1,338,29,3,-0.00682674931298305
15,2,2,338,30,4,0.00682674931298305
15,3,1,339,29,5,-0.0187526395779186
15,3,2,339,30,6,0.0187526395779186
15,4,1,340,29,7,-0.0273326120613092
15,4,2,340,30,8,0.0273326120613092
15,5,1,341,29,9,-0.0138289268792713
15,5,2,341,30,10,0.0138289268792713
15,6,1,342,29,11,-0.0134555360213798
15,6,2,342,30,12,0.0134555360213798
15,7,1,343,29,13,-0.0175855755771793
15,7,2,343,30,14,0.0175855755771793
15,8,1,344,29,15,-0.0148962548693859
15,8,2,344,30,16,0.0148962548693859
15,9,1,345,29,17,-0.0106133327974045
15,9,2,345,30,18,0.0106133327974045
15,10,1,346,29,19,-0.0247528715939312
15,10,2,346,30,20,0.0247528715939312
15,11,1,347,29,21,-0.0304818554684117
15,11,2,347,30,22,0.0304818554684117
15,12,1,348,29,23,-0.00165947651550314
15,12,2,348,30,24,0.00165947651550314
15,13,1,349,29,25,0.0216844078867781
15,13,2,349,30,26,-0.0216844078867781
15,14,1,350,29,27,0.00164744352518681
15,14,2,350,30,28,-0.00164744352518681
15,15,1,351,29,29,-0.00359531829119125
15,15,2,351,30,30,0.00359531829119125
15,16,1,352,29,31,-0.0162025262832677
15,16,2,352,30,32,0.0162025262832677
15,17,1,353,29,33,-0.014137350054096
15,17,2,353,30,34,0.014137350054096
15,18,1,354,29,35,-0.0122693404191209
15,18,2,354,30,36,0.0122693404191209
15,19,1,355,29,37,-0.010025587135081
15,19,2,355,30,38,0.010025587135081
15,20,1,356,29,39,0.0026463066859827
15,20,2,356,30,40,-0.0026463066859827
15,21,1,357,29,41,0.01525168386377
15,21,2,357,30,42,-0.01525168386377
15,22,1,358,29,43,0.0232065439729856
15,22,2,358,30,44,-0.0232065439729856
15,23,1,359,29,45,0.0613361371401991
15,23,2,359,30,46,-0.0613361371401991
15,24,1,360,29,47,0.102117811787267
15,24,2,360,30,48,-0.102117811787267
16,1,1,361,31,1,0.0087047607792896
16,1,2,361,32,2,-0.00870476077928958
16,2,1,362,31,3,0.0224124821147754
16,2,2,362,32,4,-0.0224124821147754
16,3,1,363,31,5,0.0203686990561905
16,3,2,363,32,6,-0.0203686990561905
16,4,1,364,31,7,-0.0266994309143328
16,4,2,364,32,8,0.0266994309143328
16,5,1,365,31,9,0.025807329325078
16,5,2,365,32,10,-0.025807329325078
16,6,1,366,31,11,-0.00907731070644807
16,6,2,366,32,12,0.00907731070644807
16,7,1,367,31,13,0.00227751865054598
16,7,2,367,32,14,-0.00227751865054598
16,8,1,368,31,15,0.000890845272584984
16,8,2,368,32,16,-0.000890845272584984
16,9,1,369,31,17,-0.0178557550398482
16,9,2,369,32,18,0.0178557550398482
16,10,1,370,31,19,-0.0177681796401616
16,10,2,370,32,20,0.0177681796401616
16,11,1,371,31,21,-0.0133083690702786
16,11,2,371,32,22,0.0133083690702786
16,12,1,372,31,23,-0.00160081616874207
16,12,2,372,32,24,0.00160081616874207
16,13,1,373,31,25,0.0330094933184394
16,13,2,373,32,26,-0.0330094933184394
16,14,1,374,31,27,0.0162387885756994
16,14,2,374,32,28,-0.0162387885756994
16,15,1,375,31,29,0.00285012215949912
16,15,2,375,32,30,-0.00285012215949912
16,16,1,376,31,31,-0.00457183020770588
16,16,2,376,32,32,0.00457183020770588
16,17,1,377,31,33,-0.00511058677460822
16,17,2,377,32,34,0.00511058677460822
16,18,1,378,31,35,-0.00300920613567235
16,18,2,378,32,36,0.00300920613567235
16,19,1,379,31,37,-0.00432621756014163
16,19,2,379,32,38,0.00432621756014163
16,20,1,380,31,39,0.00735188699450827
16,20,2,380,32,40,-0.00735188699450827
16,21,1,381,31,41,0.0133588244777658
16,21,2,381,32,42,-0.0133588244777658
16,22,1,382,31,43,0.0320212134386888
16,22,2,382,32,44,-0.0320212134386888
16,23,1,383,31,45,-0.00114681195116992
16,23,2,383,32,46,0.00114681195116992
16,24,1,384,31,47,-0.0808174499939558
16,24,2,384,32,48,0.0808174499939558
17,1,1,385,33,1,0.0043701872333409
17,1,2,385,34,2,-0.00437018723334089
17,2,1,386,33,3,0.0142313840151482
17,2,2,386,34,4,-0.0142313840151482
17,3,1,387,33,5,0.0105559792169118
17,3,2,387,34,6,-0.0105559792169118
17,4,1,388,33,7,0.0209446291197985
17,4,2,388,34,8,-0.0209446291197985
17,5,1,389,33,9,0.0180591172475416
17,5,2,389,34,10,-0.0180591172475416
17,6,1,390,33,11,0.000422748538361717
17,6,2,390,34,12,-0.000422748538361717
17,7,1,391,33,13,0.00588098146567689
17,7,2,391,34,14,-0.00588098146567689
17,8,1,392,33,15,-0.0147588176498626
17,8,2,392,34,16,0.0147588176498626
17,9,1,393,33,17,-0.0118954022939746
17,9,2,393,34,18,0.0118954022939746
17,10,1,394,33,19,-0.0273109133060503
17,10,2,394,34,20,0.0273109133060503
17,11,1,395,33,21,-0.0222453015131997
17,11,2,395,34,22,0.0222453015131997
17,12,1,396,33,23,-0.00319537439535589
17,12,2,396,34,24,0.00319537439535589
17,13,1,397,33,25,0.0279573218281368
17,13,2,397,34,26,-0.0279573218281368
17,14,1,398,33,27,0.0176585361435449
17,14,2,398,34,28,-0.0176585361435449
17,15,1,399,33,29,-0.000713916665481696
17,15,2,399,34,30,0.000713916665481696
17,16,1,400,33,31,-0.00369824285822727
17,16,2,400,34,32,0.00369824285822727
17,17,1,401,33,33,-0.0100751635153186
17,17,2,401,34,34,0.0100751635153186
17,18,1,402,33,35,-0.00585923381967236
17,18,2,402,34,36,0.00585923381967236
17,19,1,403,33,37,-0.011690318153816
17,19,2,403,34,38,0.011690318153816
17,20,1,404,33,39,-0.000903384986910033
17,20,2,404,34,40,0.000903384986910033
17,21,1,405,33,41,0.00245821139713441
17,21,2,405,34,42,-0.00245821139713441
17,22,1,406,33,43,0.010689743369365
17,22,2,406,34,44,-0.010689743369365
17,23,1,407,33,45,0.0449009591395254
17,23,2,407,34,46,-0.0449009591395254
17,24,1,408,33,47,-0.0657837295566169
17,24,2,408,34,48,0.0657837295566169
18,1,1,409,35,1,0.0229230559727045
18,1,2,409,36,2,-0.0229230559727045
18,2,1,410,35,3,0.0357129327443058
18,2,2,410,36,4,-0.0357129327443058
18,3,1,411,35,5,0.0299922676231641
18,3,2,411,36,6,-0.0299922676231641
18,4,1,412,35,7,0.0144593184419267
18,4,2,412,36,8,-0.0144593184419267
18,5,1,413,35,9,0.0317855418867325
18,5,2,413,36,10,-0.0317855418867325
18,6,1,414,35,11,0.00377033513696218
18,6,2,414,36,12,-0.00377033513696218
18,7,1,415,35,13,0.016351618594071
18,7,2,415,36,14,-0.016351618594071
18,8,1,416,35,15,0.0168134128975159
18,8,2,416,36,16,-0.0168134128975159
18,9,1,417,35,17,0.0115504169226102
18,9,2,417,36,18,-0.0115504169226102
18,10,1,418,35,19,-0.00571249743347629
18,10,2,418,36,20,0.00571249743347629
18,11,1,419,35,21,-0.010813076050806
18,11,2,419,36,22,0.010813076050806
18,12,1,420,35,23,0.0138274190257505
18,12,2,420,36,24,-0.0138274190257505
18,13,1,421,35,25,0.0408385077698148
18,13,2,421,36,26,-0.0408385077698148
18,14,1,422,35,27,0.0451750988352655
18,14,2,422,36,28,-0.0451750988352655
18,15,1,423,35,29,0.0214992753351965
18,15,2,423,36,30,-0.0214992753351965
18,16,1,424,35,31,0.0138660025578226
18,16,2,424,36,32,-0.0138660025578226
18,17,1,425,35,33,0.00506474720992828
18,17,2,425,36,34,-0.00506474720992828
18,18,1,426,35,35,0.00800113757978625
18,18,2,426,36,36,-0.00800113757978625
18,19,1,427,35,37,0.00420052011126479
18,19,2,427,36,38,-0.00420052011126479
18,20,1,428,35,39,0.0147368753293132
18,20,2,428,36,40,-0.0147368753293132
18,21,1,429,35,41,0.0287460483770239
18,21,2,429,36,42,-0.0287460483770239
18,22,1,430,35,43,0.0383181585137324
18,22,2,430,36,44,-0.0383181585137324
18,23,1,431,35,45,0.0618733127325628
18,23,2,431,36,46,-0.0618733127325628
18,24,1,432,35,47,-0.462980430113172
18,24,2,432,36,48,0.462980430113172
19,1,1,433,37,1,0.00729880658856871
19,1,2,433,38,2,-0.0072988065885687
19,2,1,434,37,3,0.0179825336087367
19,2,2,434,38,4,-0.0179825336087367
19,3,1,435,37,5,0.0154733362491652
19,3,2,435,38,6,-0.0154733362491652
19,4,1,436,37,7,-0.041576463324546
19,4,2,436,38,8,0.041576463324546
19,5,1,437,37,9,-0.00192606640426699
19,5,2,437,38,10,0.00192606640426699
19,6,1,438,37,11,-0.0280531623434929
19,6,2,438,38,12,0.0280531623434929
19,7,1,439,37,13,-0.00530366283639755
19,7,2,439,38,14,0.00530366283639755
19,8,1,440,37,15,-0.000861378576944571
19,8,2,440,38,16,0.000861378576944571
19,9,1,441,37,17,-0.0207240359476311
19,9,2,441,38,18,0.0207240359476311
19,10,1,442,37,19,-0.0282335930539315
19,10,2,442,38,20,0.0282335930539315
19,11,1,443,37,21,-0.0308143703948609
19,11,2,443,38,22,0.0308143703948609
19,12,1,444,37,23,-0.0151768335562892
19,12,2,444,38,24,0.0151768335562892
19,13,1,445,37,25,0.0140891553801902
19,13,2,445,38,26,-0.0140891553801902
19,14,1,446,37,27,0.0273238492004849
19,14,2,446,38,28,-0.0273238492004849
19,15,1,447,37,29,-0.000735483421452537
19,15,2,447,38,30,0.000735483421452537
19,16,1,448,37,31,-0.00837036935054623
19,16,2,448,38,32,0.00837036935054623
19,17,1,449,37,33,-0.015256667016215
19,17,2,449,38,34,0.015256667016215
19,18,1,450,37,35,-0.0140951297180125
19,18,2,450,38,36,0.0140951297180125
19,19,1,451,37,37,-0.0175113950334602
19,19,2,451,38,38,0.0175113950334602
19,20,1,452,37,39,-0.0106518148627291
19,20,2,452,38,40,0.0106518148627291
19,21,1,453,37,41,-0.00651244503051063
19,21,2,453,38,42,0.00651244503051063
19,22,1,454,37,43,0.0109775543390152
19,22,2,454,38,44,-0.0109775543390152
19,23,1,455,37,45,0.050946680113425
19,23,2,455,38,46,-0.050946680113425
19,24,1,456,37,47,0.101710955391701
19,24,2,456,38,48,-0.101710955391701
20,1,1,457,39,1,-0.000810345536400581
20,1,2,457,40,2,0.000810345536400595
20,2,1,458,39,3,0.013844429021843
20,2,2,458,40,4,-0.013844429021843
20,3,1,459,39,5,0.0288860089796082
20,3,2,459,40,6,-0.0288860089796082
20,4,1,460,39,7,0.0242695682462536
20,4,2,460,40,8,-0.0242695682462536
20,5,1,461,39,9,-4.70011889777133e-05
20,5,2,461,40,10,4.70011889777133e-05
20,6,1,462,39,11,-0.0239493613564006
20,6,2,462,40,12,0.0239493613564006
20,7,1,463,39,13,-0.00869812954237606
20,7,2,463,40,14,0.00869812954237606
20,8,1,464,39,15,0.00675130993304965
20,8,2,464,40,16,-0.00675130993304965
20,9,1,465,39,17,-0.0198655296353502
20,9,2,465,40,18,0.0198655296353502
20,10,1,466,39,19,-0.0406472365143477
20,10,2,466,40,20,0.0406472365143477
20,11,1,467,39,21,-0.0347591472123955
20,11,2,467,40,22,0.0347591472123955
20,12,1,468,39,23,-0.0207625285203462
20,12,2,468,40,24,0.0207625285203462
20,13,1,469,39,25,0.00711806092179253
20,13,2,469,40,26,-0.00711806092179253
20,14,1,470,39,27,0.0291740583554738
20,14,2,470,40,28,-0.0291740583554738
20,15,1,471,39,29,0.0071613212230172
20,15,2,471,40,30,-0.0071613212230172
20,16,1,472,39,31,-0.00421948769878589
20,16,2,472,40,32,0.00421948769878589
20,17,1,473,39,33,-0.011960779869086
20,17,2,473,40,34,0.011960779869086
20,18,1,474,39,35,-0.0138340440082932
20,18,2,474,40,36,0.0138340440082932
20,19,1,475,39,37,-0.00854846706411105
20,19,2,475,40,38,0.00854846706411105
20,20,1,476,39,39,-0.0127956989349024
20,20,2,476,40,40,0.0127956989349024
20,21,1,477,39,41,-0.00189250892273349
20,21,2,477,40,42,0.00189250892273349
20,22,1,478,39,43,-0.000163115302225902
20,22,2,478,40,44,0.000163115302225902
20,23,1,479,39,45,0.0356211629523853
20,23,2,479,40,46,-0.0356211629523853
20,24,1,480,39,47,0.0501274616733092
20,24,2,480,40,48,-0.0501274616733092
